id	text
35867	You look like a reliable smith. I could really use your help. Business is booming with all the mining going on in Snowhill and I am having a hard time keeping up with orders. To top it all off, my assistant, Norvin decided to take a vacation. Could you go find him in Lakeshore and give him this list of orders to complete?
35869	Norvin can be found vacationing in Lakeshore to the southeast of Snowhill.
35876	I hate to leave Smitty hanging with all that work, but I am so tired of working. Here, I don't have to forge. I can just make silly trinkets and sell them to the tourists. Even if I wanted to do those orders for Smitty, I can't. I threw away all my recipies when I arrived in Lakeshore. If you can <font color='#D9781A'>find my recipes</font>, I guess I will do the workorders though.
35920	I have another task that Smitty gave me that I don't want to do right now. Can you head to the southeast into <font color='#D9781A'>Briarwood</font> and go past the hedge maze to see if anyone could <font color='#D9781A'>use the skills of a smith</font>? I really appreciate your help. I am trying very hard to enjoy my vacation.
35922	Norvin has asked you to travel to Briarwood and venture through the hedge maze to search for new potential customers for Smitty.
35923	Find a new customer for Smitty in Briarwood
35924	Head to Briarwood and beyond the hedge maze to see if you can find a new customer for Smitty.
36029	Oh my gosh! Bruce is sooo dreamy.
36030	Bruce, we love you!
36032	You know I taught Bruce everything he knows.
36035	Sheesh, fine! I guess I'll just go tell some other people all about how I taught Bruce everything he knows...
36036	Hmm, that Bruce is kind of handsome...
36043	Oh don't be upset. You're much better looking than Bruce!
36090	Perhaps Michi in Snowhill would give you her sword.
36580	Hey, you're back. I managed to fill up that big bag you brought me with more ore. Think ya could take it to Therin in Snowhill? He is in the Singing Crystal Mines. If ya be interested, he can teach ya a thing or two about mining.
36582	Throck has already filled up the big bag of holding with more ore and has asked you to take the bag to Therin in Snowhill at the Singing Crystal Mines. While you are there, Therin can also teach you about mining if you are interested.
36583	Deliver the full bag of ore to Therin.
36584	Therin can be found in Snowhill at the Singing Crystal Mines.
36689	Unless you have Bertha as your masseuse... she has hands like a yeti!
36701	...And we were ordered to ensure that Bruce's greenroom is well-stocked and green!
36703	I would trade my Cadie Couture shiny red handbag for a chance to meet Bruce!
36705	When Bruce sang &quot;You're My Diamond,&quot; he was staring right in to my eyes!
36710	Loryn has asked you to deliver a package to one Private Driple. The address is not legible however, so you will need to do some searching on your own.
36721	Here we go again. Bruce is demanding more items for his dressing room. I can't go get them and guard the stage too!<BR><BR>Say... can you <font color='#D9781A'>collect the items</font> for me? You've always wanted a job in rock-n-roll, right? Here's your chance!
36723	Bruce, the rockstar in Snowhill, has a strange list of demands for his dressing room. Flynn has asked you to collect the items for Bruce.
36730	A baby penguin could probably be found wandering around Snowhill. Bruce likes penguins that are extra fluffy.
36732	Carrie at the hot springs refreshment stand might have some hot chocolate.
36734	Lucca De'Flor in Snowhill probably has some Snowberry Souffle.
36735	Return to Flynn at the Snowhill stage
36738	Boy that Bruce sure drinks a lot of hot chocolate. I guess he does need to keep his vocal cords warm to sing so loud. He is so dreamy. The hot chocolate is on the house!
36739	You need a Snowberry Souffle? Well I do happen to have one left. It's for Bruce? You can go ahead and have it for free. Maybe you can get me his autograph someday in return.
36807	Marcie
36808	Clara Chatterhag
36809	I don't know what's worse, that terrible music or the screaming kids!<BR><BR><font color='#D9781A'>Tell Flynn</font> to <font color='#D9781A'>turn down</font> the <font color='#D9781A'>volume</font>, or I'll complain to the Mayor!
36811	All that noise Bruce is making is disturbing the peaceful town of Snowhill. Talk to Flynn about Bruce's noise level.
36816	Speak to Flynn
36818	What's that? I can't hear you over the loud music. You say that the volume of Bruce's concert is too loud and Clara Chatterhag is going to complain to the mayor? Well, we have permission to perform here. At least I think we do.
36825	I'm building up the courage to go talk to Carrie. She's so pretty, but I bet she wouldn't give me the time of day.
36827	Willie
36829	Maybe one of the penguin mailmen dropped our permit or delivered it to the wrong address!<BR><BR><font color='#D9781A'>Look around Snowhill</font> and <font color=''#D9781A''>find</font> the <font color='#D9781A'>permit</font> before we have to close the show!
36831	Flynn swears he has permission to put on a concert in Snowhill. He hasn't received the permit in the mail yet however. Search around Snowhill for the permit. Perhaps one of the penguin mailmen delivered it to the wrong address or dropped it while making their rounds.
36839	Can you keep a secret? I totally have a crush on <font color='#D9781A'>Carrie</font>, at the <font color='#D9781A'>Hot Springs</font>.<BR><BR>I heard girls like <font color='#D9781A'>poems</font>, so I wrote one for her. I'm too nervous to give it to her.<BR><BR>Can you <font color='#D9781A'>deliver</font> it for me? Please?
36841	Willie hopes that penning a poem will win Carrie's affection.  He's too shy to recite it himself, and wants you speak the words for him.<BR><BR>&quot;An Ode to Carrie&quot;<BR><BR>Carrie, Carrie, pretty and tall<BR>You're the greatest of them all<BR>Your eyes are the color of moldy bread<BR>Your skin is fairer than the dead<BR>Your perfect smile is blinding bright<BR>Your voice could put me to sleep at night<BR>Your hair resembles yeti snow<BR>Oh how I'd love to be your beau!
36842	Read the poem to Carrie
36843	Carrie can be found at the refreshment stand.
36851	Unfortunately for Willie, Carrie didn't exactly swoon after she heard the poem he wrote for her. Willie has decided that the way to win a girl's heart is to give her presents. He doesn't have much money though, so he has asked you to go to his home and gather a few things to give to her.
36853	Snowhill Neighbor
36856	Willie lives in Snowhill at 3 Icecrest Ct.
36857	Give the present to Carrie at the hot springs
36861	Mom! You have to let me go to Bruce's concert. This is a once in a lifetime opportunity! I never get to do anything!
36863	How do I even explain to you how absolutely sick Bruce is?
36866	Willie's Crate
36872	How about flowers?<BR><BR>Will you <font color='#D9781A'>get Carrie</font> some <font color='#D9781A'>flowers</font> from the <font color='#D9781A'>Pixie Nursery</font>?
36873	Woe is Willie
36874	So far none of Willie's plans have won Carrie's heart. He has one last idea: maybe Carrie would like some flowers. Willie has asked you to visit the Pixie Nursery and get a bouquet of flowers for Carrie.
36877	The Pixie Nursery can be found to the west of Snowhill.
36878	Give the flowers to Carrie at the Snowhill hot springs
36880	Flowers from my secret admirer? How sweet! What is his name? Willie? Maybe I will give him a chance. He will need to make sure not to write any more poetry though.
36923	Scarlet Shadeveil
36927	Snowhill Secret Society
36928	Snowhill has a secret society made up of prominent people from the community. Together, they help plan fun events for the town. You can ask some of the members how you can join, but you'll have to find out who they are first.
36932	 Clue: She is the first face you see when you enter Snowhill.
36939	Return to Scarlet Shadeveil 
36940	Scarlet can be found near the clocktower in Snowhill.
36941	You found me! Now you need to find member #2.<BR><BR>Here is a clue. She is the first face you see when you enter Snowhill.
36942	I am indeed the first one you will see when you enter Snowhill. Ready to find member #3?<BR><BR>Here is a clue. Edges never stay dull for long with this guy. Good luck!
36944	Congratulations. I am indeed the last member of the Secret Snowhill Society.<BR><BR>If you want to join, talk to Scarlet and let her know you found all four of us. Toodles!
37025	You're the luckiest dog in Snowhill, eating scraps of Snowberry Saute!
37049	Find a blue squirrel in Snowhill
37050	A blue squirrel can be found in Snowhill.
37069	Just great! We came here for a picnic, but forgot the food! What are we going to do now?<BR><BR>Hey, I'll pay you if you can help us get something to eat.<BR><BR>Savory and sweet... hmm, I know! A loaf of <font color='#D9781A'>Lucca De'Flor's sweet bread</font> and some <font color='#D9781A'>honey</font> from <font color='#D9781A'>Sanctuary</font> to go with it. What do you say?
37074	Obtain sweet bread from Lucca De'Flor in Snowhill
37075	Lucca De'Flor in Snowhill sells the best sweet bread around.
37176	Food for Sampson Stonefist
37217	Deliver a letter to Morninglory in Sanctuary.
37253	Have you delivered those chain letters yet? I don't want you to get bad luck too. Why don't you deliver one to Jacque, Jestin, Flora, Ruby, Speedy, Morninglory, Flitter, Nirvi, Belladonna, and Dr. Gordon. They can all be found in Sanctuary.
37306	Morgulg
37393	Ha! You missed! Old and shaky Silversnow has better aim than both of you!
37552	Senari's colleague (and some would say competition) has uncovered some ancient artifacts in Briarwood. He has not returned to Senari to share the wealth however. Senari has asked you to travel to Briarwood and catch a glimpse of what he has found.
37555	Return to Senari in Snowhill
37557	Senari sent you to examine the artifacts? She is so impatient. I am still trying to uncover all of them without destroying anything. Return to her and tell her to hold her horses!
37583	Return to Murphy at the Snowhill Hot Springs
37588	Return to Wintara outside of Frostfang Caverns
37686	Return to Morninglory
37689	Return to Brody Sparfist.
37691	Great job clearing out those bats. Hopefully they won't bother the citizens of Snowhill any longer. Take this. I think you've earned it.
37888	The elves fled north after raising a magic crystal barrier, that is still standing near Snowhill. Although some dwarves and humans have returned to Sacred Grove, no elves have been seen in many, many years. 
37936	Kart racing in Snowhill!
37945	Snowhill Soccer
37948	Soccer in Snowhill!
38092	Garrison Gold
38398	Pengy has asked you to bring him candied fishes from the ice skating pond in Snowhill.
38403	I was supposed to get a package from my mom, but it never came! Can you please ask Ernie about it? I think she is sending me candied fishes! My favorite!
38413	Pengy has asked that you speak with Ernie about his missing mail, and ask that in the future Ernie put his mail in a safe place.<BR><BR>Will you help Ernie?
38414	NOT LIVE - A Request of Ernie
38415	Pengy has asked you to check in with Ernie about his missing mail.
38419	A Request of Ernie
38420	Pengy has asked me to speak with Ernie about his missing mail.
38421	 Speak with Ernie
38422	I need to speak with postman Ernie in Snowhill.
38423	Ernie2
38424	Snowhill Postman
38471	Although my mind is as sharp as ever, my body is a bit too brittle to be doing much brawling. Jeni Shortfuse on the other hand is the best Brawler out there. You may want to pay her a visit and see if she will train you to become a better fighter. <BR><BR
38618	Have you asked Ernie about my package yet?
38621	 Return to Pengy and let him know Ernie will deliver his package.
38808	Smelting Fire Snowhill
38891	Snowhill Leaves
38892	These Snowhill leaves fell from the trees, to catch a ride with the breeze.
39584	You should go talk to Jeni Shortfuse if you want more training. I believe she can be found just south of Sanctuary at the Queensfields.
39605	Now that I helped you out with your Brawler training, I think it's time you did a favor for me. It is Sampson Idlefist's fault I am on guard duty here. He calls himself a fighter, but he is really nothing more than a big bully - intimidating people into t
39607	Jeni has asked you to gain Sampson Idlefist's trust so that you can help her expose him as a big bully.
39615	Find Sampson Idlefist and speak with him.
39617	Gain Sampson's trust by collecting his money from Bluerose.
39619	Gain Sampson's trust by collecting his money from Hartley Harrison.
39621	Gain Sampson's trust by collecting his money from Tori.
39623	Return to Sampson Idlefist and speak with him.
39626	Gain Sampson Idlefist's trust so we can expose him as being a big fraud and bully. He can be found in Sanctuary.
39628	Come to train with the famous Sampson Idlefist, eh? Well I don't quite trust you. Perhaps if you can do a favor for me, I will take you under my wing. You see, some clients of mine owe me some money. I want you to collect it for me.
39712	Sampson wants his money and has asked you to steal Jeni Shortfuse's prized hammer so he can sell it.
39716	Steal Jeni Shortfuse's hammer.
39718	I thought I told you to steal Jeni Shortfuse's hammer. She is not the only one with a short fuse. Now go and get her hammer before I get really angry!
39812	Edward
39821	Jeni wants you to enter the Bandit Hideout and collect the money that the bandits stole from Sampson's Clients.
39826	I will make sure that the money you obtained from the bandits will be returned to those who lost it. Now with that task taken care of, I think it's time we paid Sampson a little visit and expose him for the bully and fraud he really is. <BR><BR>Go to him in Sanctuary and let him know the gig is up and then return to me when you are done.
39828	Jeni wants you to talk to Sampson Idlefist in Sanctuary and expose him for the fraud he really is.
39833	Talk to Sampson Idlefist and expose him for the fraud he really is.
39835	Return to Jeni Shortfuse in Snowhill
39837	What are you still doing here? Please go to Sanctuary and expose Sampson for the fraud he really is.
39865	While Sampson Idlefist won't be slumming around the streets of Sanctuary any longer, his threat to wreak havoc on the people of Sacred Grove isn't one to be taken lightly. He has to be stopped once and for all. <BR><BR>Find Sampson and his thugs in the Trail of Betrayal on the eastern edge of Nettleseed and defeat them.  Come speak with me when you have finished. Good luck!
39866	So Long Sampson!
39867	Jeni has asked you to travel to the Trail of Betrayal and defeat Sampson and his thug bodyguards.
39911	Defeat Sampson.
39912	Defeat Sampson in the Trail of Betrayal.
40558	Why haven't you fought Sampson Idlefist yet? He is at the Trail of Betrayal. All of Sacred Grove is depending on you to end this threat.
40586	Snowhill Doll Cap
40587	Snowhill Doll Jacket
40588	Snowhill Doll Shirt
40589	Snowhill Doll Pants
40590	Snowhill Doll Gear
40591	Snowhill Doll Gloves
40592	{n}Snowhill Doll Shoes{pl="Snowhill Doll Shoes"}
40593	{n}Snowhill Doll Boots{pl="Snowhill Doll Boots"}
40641	Snowhill Doll Shorts
41143	Toxic Snowhill Water Sample
41144	Clean Snowhill Water Sample
41145	Purified Snowhill Water Sample
41146	Dirty Snowhill Water Sample
41147	Boiling Snowhill Water Sample
41148	Freezing Snowhill Water Sample
41149	Magical Snowhill Water Sample
41150	Mystical Snowhill Water Sample
41516	Many enlist but not everyone is cut out to be a warrior. Who knows, with enough training and endurance, perhaps you can become the next Fastvi Frostflutter! Visit Drill Sergeant Dewey to begin your training, warrior! Good luck!
41535	Return to Drill Sergeant Dewey and speak with him.
41556	Did you already forget your assignment? You need to <font color='#D9781A'>report to Steele</font> at the <font color='#D9781A'>barracks</font> for weapon training. Now get going!
41557	Joelle
41559	You aren't here for weapon training are you? Ugh, I was just about to head inside for some more hot tea...<BR><BR>Fine, if Morninglory sent you I guess I have to give you some training. Why don't you get started with that <font color='#D9781A'>practice dummy</font>. <font color='#D9781A'>Return to me when you finish</font>.
41641	Are you up for a trip to Snowhill? I need an ambassador to let all of the fine folks there know what fun they could have here in Merry Vale!<BR><BR>I need you to <font color='#D9781A'>deliver personal messages</font> to the following people: <font color='#D9781A'>Kiel</font>, <font color='#D9781A'>Clara Chatterhag</font>, and <font color='#D9781A'>Smitty</font>.
41642	NOT LIVE - Ambassador to Snowhill
41643	Luella has asked you to travel to Snowhill and speak with its residents about visiting Merry Vale.
41645	You've spoken to everyone? Very good! It sounds as if Kiel will come, Clara might come, and Smitty is too busy? Well, hopefully Smitty will reconsider! He's missing out on so much fun!
41659	Ambassador to Snowhill
41660	Travel to Snowhill to speak with its residents about visiting Merry Vale.
41661	Speak with Kiel
41662	Speak with Kiel about traveling to Merry Vale.
41663	Speak with Clara Chatterhag
41664	Speak with Clara Chatterhag about visiting Merry Vale.
41667	Speak with Smitty
41668	Speak with Smitty about visiting Merry Vale.
41812	The yeti attack is something of a surprise to the residents of Snow Hill.  Search the Hot Springs Cave for evidence of their plans.
44092	Snowhill Archway
45048	Smitty is curious as to why Trixi suddenly canceled an order for him to make several pickaxes. Smitty has asked you to ask Trixi why she has canceled her order.
45087	Besides, how would your dad even know this?  Hey, I bet Silversnow knows!
45089	I wonder what why Silversnow holds that Fruitcake.
45095	Fine, we can always ask Silversnow!
45101	Hi Silversnow!
45118	Hiya Silversnow.
45132	Hello Silversnow!
45134	Silversnow, my mom said that the Elves have purple skin, and are ten feet tall!  Is that true?
45286	Hey, let's go see Silversnow!
45367	<font color='#D9781A'>Sir Whittington</font> was just here blabbering about his recent trip to <font color='#D9781A'>Snowhill</font>. Something about <font color='#D9781A'>Fastvi Frostflutter</font> gone missing and villages being pillaged by <font color='#D9781A'>ice trolls</font>?<BR><BR>I don't have all the details. You should really <font color='#D9781A'>speak to Sir Whittington</font> yourself.
45369	Arestol believes if you can retrieve a book he once saw about Fastvi Frostflutter, that he may be able to learn more about how to summon Fastvi's essence. Retrieve the book from the highest peak of Misty Mountain.
45376	Please hurry and speak with Sir Whittington here in Sanctuary. It sounds as if something terrible has happened in Snowhill!
45388	The Warrior Tome actually exists? I cannot believe it! What a find! Hmm, wait a moment... Perhaps my excitement was a bit premature. This tome is written in a language that is unfamiliar to me. <BR><BR>I suggest you take this tome to an old friend of mine named, Iris Shiversting. She is a retired warrior who spends her days in the mountains above Snowhill. Hopefully she can read it for you.<BR>
45390	You brought the Warrior's Tome to Arestol but unfortunately it is written in a language he does not know. Arestol has suggested that you take the book to Iris Shiversting who can be found in the mountains above Snowhill.
45401	Please hurry and take the tome to Iris Shiversting. She is normally in the mountains above Snowhill.
45439	Fastvi Frostflutter
45984	Snowmen are on the loose in Snowhill! They're rampaging through town scaring the locals. Good thing you've got a bucket and hot spring water to sort them out!
45989	Return to Lealin
45990	Head back to Lealin and click on her to let her know how you did.
46055	Bah! These Brawlers are entertaining, but when there's a real fight happening, being a warrior is where it's at! If you think you can hang, you should talk to Drill Sergeant Dewey in Snowhill and see the difference. These fighters don't get nearly loud enough to be effective.
46056	NOT LIVE - The Warrior Within... Snowhill
46064	Vinni has informed you that being a warrior is where &quot;it's at&quot;. Talk to Drill Sergeant Dewey in Snowhill for more details on becoming a warrior.
46065	Talk to Drill Sergeant Dewey in Snowhill.
46066	Drill Sergeant Dewey can set you on the path of the warrior.
46067	If you are interested in becoming a warrior, go talk to Drill Sergeant Dewey in Snowhill to the north of here. I am sure he would be happy to have you join his ranks.
46166	Hey there, I'm Steelbloom, the Royal Blacksmith. Haven't heard of me? Really? I'm sort of a big deal. <BR><BR>If you want to study the art of a <font color='#D9781A'>Blacksmith</font>, you should go bother someone less talented... say like, <font color='#D9781A'>Smitty</font> in <font color='#D9781A'>Snowhill</font>.
46167	Give my Regards to Smitty
46173	Hey there, I'm Steelbloom, the Royal Blacksmith. Haven't heard of me? Really? I'm sort of a big deal.  If you want to study the art of a Blacksmith, you should go bother someone less talented... say like, Smitty in Snowhill. I'm far too busy for that sort
46174	Locate Smitty in Snowhill so that you can start blacksmith training.
46189	We're always looking for more qualified miners to supply ore, but I'm afraid I'm not qualified to train up a new <font color='#D9781A'>miner</font>. <BR><BR>I bet <font color='#D9781A'>Therin</font> in <font color='#D9781A'>Snowhill</font> would help you out though!
46191	Find Therin in Snowhill's Singing Crystal Mines so that you can learn to be a miner.
46198	Find Therin
46199	Nirvi says that Therin can train new Miners.
46286	Cinn wants you to deliver a present to Mort in Shrouded Glade.
46288	Oooo! A present from Cinn!? Better late than never I guess. And he wants me to pay you?! *sigh* What a cheap friend...
46299	Find Mort Scuttlestone so that you can deliver Cinn's present.
46303	Smitty wants a package delivered to General Glowlight in Sanctuary.
46308	Murphy wants you to ask about the smoothie business in Seaside.
46322	Ask about the smoothie business for Murphy.
46323	Return to Murphy in Snowhill
46324	Return to Snowhill and report what the smoothie stand owner said.
46620	Find Smitty
46680	Deliver to Joelle
46681	Deliver the newly revised script to Joelle.
46708	We have plenty of other talented fairies here in Merry Vale that can easily fill Tyra's place!<BR><BR>Now, just to figure out which one is the right one... Would you please ask <font color='#D9781A'>Joelle</font>, <font color='#D9781A'>Krissa</font>, and <font color='#D9781A'>Tarvie</font> to audition for me?
46715	Ask Joelle to audition
46716	Ask Joelle to audition for the starring role in the show.
46793	Test Cooking Snowhill Wilds
46947	Holly Singsong
47220	My sister Snowi and I are trying to find the next big star!  You think you've got what it takes to put on a show in front of all these beach goers?
47223	Listen to that crowd cheer, incredible!  You've got moxie kid, I like it.  You should talk to my sister Snowi in Snowhill, maybe she can get you another gig!
47740	I'm really having a hard time teaching these bears to be... well, bear-like! They should be running around, chasing rabbits and roaring like bears should roar. They're just too nice to roar at anything I'm afraid.<BR><BR>I heard <font color='#D9781A'>Valinda in Snowhill</font> is an excellent animal trainer. She even trained some penguins to deliver the mail! Would you mind <font color='#D9781A'>asking her for some advice</font> with the bears here at Gram Grounds?
47742	Tanna wants me to ask Valinda for training advice.
47747	Get advice from Valinda at Snowhill on how to train animals.
47748	Speak to Valinda
47761	Training bears is more about trickery than anything else. They're often ferocious creatures, but become cuddly and cute when tempted with honey.  If you want to try your hand at taming a bear, you'll need to create a sweet distraction!<BR><BR>Stop by <font color='#D9781A'>Smitty the Blacksmith in Snowhill</font> and pick up a <font color='#D9781A'>tiny tin jar</font> from around his work area; one small enough to fit stealthily in your pocket. Next, <font color='#D9781A'>gather some honey</font> from the Queensfield to fill the jar with. When you're done, <font color='#D9781A'>stroll nonchalantly through Bear Crossing</font> and see if any bears pick up the scent.
47763	Valinda wants me to fill a jar with honey to entice the bears.
47830	Steele
47838	Help Lealin defeat the evil snowmen by throwing hot water on them. Click on the bucket next to Lealin to begin.
47845	Return to Lealin at the Snowhill Hot Springs
47956	Kaylie Brianne
48000	Find a small tin from Smitty's work area.
66654	Pixie Snowhill Doll
66660	Human Snowhill Doll
66671	Queen Snowhill Doll
66752	Toxic Snowhill Liquid Concoction
66753	Clean Snowhill Liquid Concoction
66754	Purified Snowhill Liquid Concoction
66755	Dirty Snowhill Liquid Concoction
66756	Boiling Snowhill Liquid Concoction
66757	Freezing Snowhill Liquid Concoction
66758	Magical Snowhill Liquid Concoction
66759	Mystical Snowhill Liquid Concoction
66800	Toxic Snowhill Mixture
66801	Clean Snowhill Mixture
66802	Purified Snowhill Mixture
66803	Dirty Snowhill Mixture
66804	Boiling Snowhill Mixture
66805	Freezing Snowhill Mixture
66806	Magical Snowhill Mixture
66807	Mystical Snowhill Mixture
67508	Snowhill Liquid Concoction
67514	Snowhill Mixture
67620	Liquid concoctions made up from a rare selection of Snowhill water samples.
67626	Magical mixtures made up from a rare selection of Snowhill concoctions.
70083	Yaren Sunstare
70087	Talk to Yaren Sunstare.
70089	Return to Morgulg and speak with him.
70093	Thank goodness you came! I am a pixie again! That darn Morgulg. There's a reason chugawugs don't learn magic. I should have known better to try to teach him. I will be okay now. I just need to rest awhile. Thanks again for your help.
70390	Well? Look, I don't have time to chit chat, but Therin's your Dwarf if you want to know about all things mining. Look him up in the mines at Snowhill.
70446	Field south of the clocktower in Snowhill
70786	Deliver to Mayor Crystalline
70791	Deliver to Frostpetal
70894	Equip your warrior gear and complete the warrior initiation rites at the Hot Springs Haven in Snowhill.
70898	Find Morninglory near the Hot Springs Haven
71005	Oh, ya! I was supposed to deliver some weapons to Steele. I, um... I appear to have lost the weapons though. Here, you can have this instead though! Hehe!
71098	Cannon Crash: Snowhill
71234	Tumbolina doesn't want to leave Merry Vale, and has asked you to convince her ex-business partner, Aster, to complete the delivery of weapons to Snowhill for her. You should find Aster traveling along the road leading south out of Merry Vale.
71235	Tumbolina wants me to deliver this crate of weapons to Snowhill? As if! <BR><BR>I've sprained my ankle and I can't get through this path because of those unruly thugawugs! Could this day get any worse!?
71247	Tumbolina wants me to deliver this crate of weapons to Snowhill? As if! I can't even get through this path because of those unruly thugawugs. Here's an idea; if you can convince these brutes to let me through, I will deliver the weapons for you. Deal?
71266	Defeat some of the thugawugs, so Aster can get through. She's promised to deliver the shipment of weapons to Snowhill if you help her.
71281	The Roadhouse is on the road from Wugachug to Snowhill.
71283	Pear Jam is relaxing on the back porch of The Roadhouse. The Roadhouse is on the road between Wugachug and Snowhill.
71312	You need to be a Miner to use that. Visit Sorin in Snowhill to become a Miner!
71435	You have heard the <font color='#D9781A'>legend of Fastvi Frostflutter</font>, right? Surely they still teach warrior recruits a bit of history... no?<BR><BR>Well then, I think it's <font color='#D9781A'>time for a lesson</font>! The best way to learn is through action! You can reenact the famous <font color='#D9781A'>Weed Killing battle.</font> It was one of the first fights where Fastvi drew his axe.
71436	Warrior: Legend of Fastvi Frostflutter
71449	Sorry, you don't have the mining job! Visit Therin at the Singing Crystal Mines, in Snowhill, to obtain the Mining job.
71465	Sorry, you need to be a level 5 Miner to mine Gold.<BR><BR>Visit Therin at the Singing Crystal Mines, in Snowhill, to obtain level 1 in the Miner job.
71479	You don't look so sure. Maybe playing that game wasn't the best teaching method.<BR><BR>I know! Go talk with the guys in <font color='#D9781A'>Snowhill</font> who are old enough to remember Fastvi when he was a living legend. I'm sure they have some revealing stories.
71481	Sir Whittington has asked you to talk to his friends Silversnow, Milo, and Steele in Snowhill to see if they know more about Fastvi's last epic adventure.
71485	Talk to Silversnow
71486	Talk to the old pixie Silversnow, who can be found at the northern edge of Snowhill.
71488	Speak with Milo, who can be found up on a hilltop in Snowhill.
71489	Talk to Steele
71490	Talk to Steele, who can be found by the Clocktower in Snowhill.
71493	I do indeed recall the day Fastvi entered Frostfang Caverns. He came out beat up and defeated. He also appeared to have lost his famous axe. That is all I remember though. Perhaps Steele knows more.
71497	I remember now! Fastvi Frostflutter's weapon was shattered during his last battle. <BR><BR>Legend says that the one who finds the <font color='#D9781A'>weapon pieces</font>and defeats <font color='#D9781A'>Chillblaine</font> in <font color='#D9781A'>Frostfang Caverns</font>, will summon Fastvi once again.
71498	Warrior: Steele is Useful
71503	It is time to pass on the task of protecting Snowhill, but first my axe must be restored.<BR><BR>The pieces of my weapon have lost their power over the years, but we can imbue them with magic again.<BR><BR>You will need a <font color='#D9781A'>red</font> and <font color='#D9781A'>blue singing crystal</font>. <font color='#D9781A'>Therin</font> should have them, but they won't be cheap!
71524	The weapon has been restored? It is yours now. You deserve it for all you have done for the people of Snowhill. Go forth, brave warrior!
72023	Okay, this bucket isn't leaking at all. Now that losing water isn't an issue, I want ice cold Snowhill water.<BR><BR><font color='#D9781A'>Head to the Snowhill springs, lift out a bucketful, then bring it back here</font>. <BR><BR>Don't worry. Though the spring water may start out warm, while you're in Snowhill it'll cool down quickly.
72025	Murdunk wants you to fill the bucket with spring water from Snowhill.
72171	Milus Featherfeet
72178	Have you found all the members of the Snowhill Secret Society yet?
72228	Fill the bucket with Snowhill spring water
72229	Take the bucket to Snowhill and fill it with water from the springs.
72371	Mongo is only one of many prized Brawlers Kibler keeps bringing to the ring, each of them trained by Sampson Idlefist. He's always one step ahead of me it seems, but the trick my fighters have that Kibler's don't, is the trademark, Pummel. Never before has anyone seen such a flurry of blows. If you use it on Sampson's fighter recruits, they won't even know what happened.<BR><BR>Last I heard, Sampson's new recruits were training outside of Blackspore, just up the road to my left. Give the fighter a good roughing up, and bring back proof of your victory. Good luck, and oh, don't forget to sign the release form before going. It's just a formality, you know?
72397	Have you talked to Smitty about the broken gear? We are getting pretty backed up here!
72401	Go talk to Therin inside the mines, he can help you get some smelted copper bars.
72405	Have you talked to Trixi yet? She can be found within the mines.
72423	Snarf is in the picnic grounds at The Roadhouse, between Snowhill and Wugachug.
72424	Snarf take picnic area to have a party. Baker from Snowhill delivered Snarf a cake instead of pies! Snarf need pies, cake no good! Snarf know that Terrence gets pies delivered, could you see if you can find Snarf some pies?
72437	The Roadhouse is on the road between Snowhill and Wugachug.
72489	Did you read her the poem yet? Her name is Carrie!
72536	You've outdone me!<BR><BR>Now it's time for you to speak with Chef <font color='#D9781A'>Lucca De'Flor</font>, who also has a reputation as a respected Foodie.<BR><BR><font color='#D9781A'>Pay him a visit in Snowhill</font>. <BR><BR>If he likes your food, Bordon Cloo might just hear about it.
72538	Cook Yumtumlot thinks that you should visit Lucca De'Flor in Snowhill. If you impress him, Bordon Cloo might hear about it. After all, you really want to join Cloo's Cooking Academy, don't you?
72555	While you were recovering my artifact, my camp was raided by a bunch of <font color='#D9781A'>robgoblins</font>. I tried my best to defend your gems and gold, but my flailing was useless. I bet you're angry. Don't take your anger out on me though! You can use your rage on the thieves!<BR><BR>They ran off with your goods and headed <font color='#D9781A'>west</font>, near the <font color='#D9781A'>Robgoblin Camp</font>.<BR><BR>If you can recover your treasures, I'm sure my friend <font color='#D9781A'>Sorin</font> in the <font color='#D9781A'>Singing Crystal Mines</font> will gladly offer you a nice price for them.<BR>
72557	While you were out getting the other piece of Sir Wellington's artifact, he was robbed by some robgoblins and they took your gold and gems. If you can get them back, perhaps Sorin in the Singing Crystal Mine will buy them from you.
72558	Oh no, you fighters aren't going to fool me twice! I've been duped by your kind this week already. Yes, just a matter of days ago a trickster dressed a lot like you came here trying to sell me precious gems and gold. Like a sucker, I made an advance payment before receiving the goods. A young fighter named Jeni Shortfuse said someone would be along soon to give me my gems. I bet you can guess what happened next. I never saw that Jeni again.
72562	As a chef, cook up some Fried Starnut Stick and Spicy Vegetable Stirfry for Lucca De'Flor in Snowhill.
72573	Go speak with Lucca De'Flor at his restaurant in Snowhill!
72577	Go see Lucca De'Flor
72578	Find Lucca De'Flor at his restaurant in Snowhill!
72599	Talk to Sorin.
72600	Perhaps Sorin in Singing Crystal Mine will buy your gems and gold.
72632	You brawlers should really watch your reputation. Some problems you can't just fight your way out of. We have rules here! <BR><BR><font color='#D9781A'>Mayor Crystalline</font> has heard of the shenanigans going on, and she's <font color='#D9781A'>asked to speak with you</font>.
72634	Sorin has recently been scammed by a so-called brawler who tried to sell gems to him. He's not buying your story and has asked you to talk to Mayor Crystalline in Snowhill.
